Frequency,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27
107897.2311,175.869+174.564j,254.135+252.067j,346.249+343.079j,452.169+447.791j,571.31+565.393j,704.352+696.585j,852.52+842.777j,1011.82+999.458j,1184.44+1169.2j,1374.67+1356.57j,1577.79+1555.68j,1785.08+1758.87j,2011.59+1980.5j,2255.32+2217.77j,2590.0812731019896+2541.4818204910443j,2787.5698533248496+2732.2872610437603j,3070.9851892772485+3008.3883899803036j,3369.1780176824996+3292.748273183329j,3672.7698068852637+3585.406686758186j,4002.5369007918293+3902.268062213394j,4331.805003939422+4214.455309413469j,4684.782768252664+4554.366410959247j,5047.8247878036445+4904.059224930626j
108720.4722,176.548+174.924j,255.145+252.602j,347.674+343.832j,454.056+448.787j,573.729+566.667j,707.357+698.165j,856.184+844.701j,1016.2+1001.75j,1189.58+1171.88j,1380.63+1359.68j,1584.69+1559.27j,1792.9+1762.92j,2020.41+1985.05j,2265.29+2222.9j,2602.4686246157403+2547.8279688298253j,2800.9242218988998+2739.097098139375j,3085.7133801864366+3015.8794966459113j,3385.393916541846+3300.9137340078946j,3690.479728940244+3594.2804830618643j,4021.880826161564+3911.9044946538274j,4352.809528952277+4224.823804803522j,4707.530031535784+4565.556077564143j,5072.36327313481+4916.094004728737j
109549.9945,177.229+175.285j,256.158+253.138j,349.103+344.587j,455.949+449.785j,576.155+567.944j,710.37+699.747j,859.858+846.627j,1020.6+1004.05j,1194.73+1174.57j,1386.61+1362.8j,1591.61+1562.86j,1800.73+1766.98j,2029.25+1989.61j,2275.29+2228.03j,2614.887871059037+2554.17955859022j,2814.313344098173+2745.9125221780137j,3100.4801627935026+3023.3765915516124j,3401.6532446712677+3309.0850564316515j,3708.237617113821+3603.1602845486386j,4041.277852179823+3921.546974772107j,4373.8728387122055+4235.197999229647j,4730.341461673321+4576.751553659213j,5096.9714337236255+4928.134717269615j
110385.8459,177.913+175.646j,257.174+253.674j,350.537+345.343j,457.848+450.785j,578.588+569.223j,713.393+701.332j,863.543+848.557j,1025.0+1006.35j,1199.89+1177.26j,1392.61+1365.92j,1598.55+1566.46j,1808.59+1771.04j,2038.11+1994.18j,2285.32+2233.17j,2627.339029019691+2560.536580269688j,2827.737242706864+2752.73351864515j,3115.2855662910333+3030.8796558230856j,3417.95605073357+3317.2622083180213j,3726.043529584774+3612.0460498727234j,4060.7280621978925+3931.195448760457j,4394.995034802523+4245.577820510196j,4753.2171731505305+4587.952755108247j,5121.649409712838+4940.181265871165j
111228.0747,178.599+176.009j,258.193+254.212j,351.975+346.101j,459.752+451.787j,581.028+570.504j,716.425+702.92j,867.239+850.491j,1029.42+1008.66j,1205.07+1179.95j,1398.63+1369.04j,1605.51+1570.06j,1816.47+1775.1j,2047.01+1998.75j,2295.37+2238.31j,2639.8221157833755+2566.899024080281j,2841.195943146322+2759.5600726101534j,3130.1296224799526+3038.388670093549j,3434.302382563603+3325.445156920162j,3743.8975308448876+3620.9377367128445j,4080.2315297019795+3940.849862104341j,4416.176217216953+4255.963195237419j,4776.157286031039+4599.159596106092j,5146.397329799025+4952.233552540489j
112076.7296,179.288+176.373j,259.215+254.751j,353.418+346.86j,461.663+452.791j,583.476+571.788j,719.465+704.511j,870.946+852.427j,1033.86+1010.97j,1210.27+1182.65j,1404.66+1372.17j,1612.49+1573.67j,1824.38+1779.18j,2055.92+2003.33j,2305.45+2243.47j,2652.3371484718405+2573.266879971242j,2854.689469592261+2766.3921688156497j,3145.0123639590947+3045.903614528686j,3450.6922919427398+3333.6338687193074j,3761.7996840398855+3629.835301973524j,4099.788338438089+3950.510158957838j,4437.416496431262+4266.354048321602j,4799.161924802463+4610.37198916671j,5171.2153360714965+4964.291477106069j
112931.8597,179.979+176.737j,260.241+255.291j,354.864+347.62j,463.579+453.797j,585.931+573.074j,722.515+706.104j,874.663+854.367j,1038.3+1013.28j,1215.48+1185.35j,1410.71+1375.3j,1619.49+1577.28j,1832.3+1783.26j,2064.87+2007.91j,2315.57+2248.63j,2664.884147206561+2579.64013752525j,2868.2178483111265+2773.2297915874333j,3159.933823733008+3053.424468835271j,3467.1258298106804+3341.828309559774j,3779.7500509167503+3638.7387018024374j,4119.398571245911+3960.17628246717j,4458.715974789849+4276.7503036442295j,4822.231213224955+4621.589845285766j,5196.1035712253215+4976.354937597664j
113793.5143,180.671+177.102j,261.27+255.833j,356.315+348.382j,465.5+454.804j,588.394+574.363j,725.574+707.7j,878.392+856.311j,1042.76+1015.6j,1220.71+1188.06j,1416.78+1378.44j,1626.51+1580.9j,1840.25+1787.34j,2073.84+2012.51j,2325.71+2253.79j,2677.4631308159705+2586.018786077435j,2881.781107109178+2780.0729248276166j,3174.894034237019+3060.9512122934057j,3483.603048389143+3350.028444580296j,3797.7487018935694+3647.647891203708j,4139.062308697852+3969.848174835317j,4480.074765008944+4287.151883339067j,4845.365275708076+4632.8130738860345j,5221.062178914676+4988.423830239784j
114661.7432,181.366+177.468j,262.303+256.376j,357.77+349.145j,467.427+455.813j,590.864+575.654j,728.641+709.3j,882.131+858.257j,1047.24+1017.92j,1225.95+1190.77j,1422.86+1381.58j,1633.55+1584.52j,1848.23+1791.43j,2082.84+2017.11j,2335.89+2258.97j,2690.0741192122528+2592.4028146466344j,2895.379274118923+2786.92155204866j,3189.893032770088+3068.4838235571933j,3500.1240035320525+3358.2342380975397j,3815.795703902694+3656.562824461124j,4158.779640187238+3979.5257768653223j,4501.492979821627+4297.558708151852j,4868.5642459429055+4644.041582411029j,5246.091305277732+5000.4980493534395j
115536.5965,182.064+177.834j,263.338+256.919j,359.23+349.909j,469.359+456.824j,593.34+576.946j,731.718+710.901j,885.881+860.207j,1051.72+1020.24j,1231.2+1193.49j,1428.96+1384.73j,1640.61+1588.15j,1856.22+1795.53j,2091.86+2021.71j,2346.09+2264.15j,2702.7171344277663+2598.7922118803654j,2909.0123775289458+2793.775656379935j,3204.9308551795457+3076.022280856576j,3516.6887498329916+3366.4456537882324j,3833.8911263248665+3665.4834549054094j,4178.550654530017+3989.209028292538j,4522.970730997409+4307.970697489008j,4891.828255002891+4655.275276792952j,5271.191102845482+5012.577487133672j
116418.1249,182.764+178.202j,264.377+257.464j,360.694+350.676j,471.297+457.837j,595.823+578.241j,734.803+712.506j,889.642+862.16j,1056.22+1022.57j,1236.47+1196.21j,1435.08+1387.88j,1647.69+1591.79j,1864.24+1799.63j,2100.91+2026.32j,2356.32+2269.33j,2715.392198021531+2605.1869661446767j,2922.6804478786044+2800.6352204738714j,3220.007539103002+3083.5665618788435j,3533.297344201979+3374.6626545331555j,3852.03504043516+3674.409734923016j,4198.375439576153+3998.897867812217j,4544.508137562563+4318.387769010442j,4915.157435902751+4666.5140612588175j,5296.361725449051+5024.66203384695j
117306.3792,183.466+178.57j,265.419+258.01j,362.163+351.444j,473.241+458.851j,598.313+579.538j,737.896+714.112j,893.414+864.117j,1060.73+1024.9j,1241.76+1198.93j,1441.22+1391.04j,1654.79+1595.43j,1872.29+1803.74j,2109.99+2030.94j,2366.59+2274.53j,2728.099332125737+2611.5870654824557j,2936.383515299556+2807.5002266043184j,3235.1231222440983+3091.1166438284013j,3549.9498465901297+3382.8852023662066j,3870.227518798697+3683.3416159599847j,4218.254088349692+4008.5922327805915j,4566.105317142046+4328.809839004377j,4938.551928903679+4677.757838017016j,5321.6033253412825+5036.751577973893j
118201.4107,184.17+178.939j,266.464+258.557j,363.636+352.213j,475.191+459.868j,600.811+580.837j,740.998+715.721j,897.195+866.075j,1065.25+1027.24j,1247.06+1201.66j,1447.38+1394.21j,1661.91+1599.07j,1880.35+1807.86j,2119.09+2035.57j,2376.88+2279.73j,2740.838562162605+2617.992497486448j,2950.1216125388364+2814.3706565307803j,3250.2776449333005+3098.6725033060047j,3566.6463161915035+3391.113258623307j,3888.4686388891228+3692.2790483265744j,4238.186695174015+4018.292059363017j,4587.762391805767+4339.236822084236j,4962.011871315203+4689.006507744602j,5346.916065450012+5048.8460055175565j
119103.2713,184.877+179.309j,267.513+259.106j,365.114+352.984j,477.147+460.887j,603.316+582.139j,744.109+717.333j,900.987+868.037j,1069.79+1029.58j,1252.38+1204.39j,1453.55+1397.37j,1669.05+1602.72j,1888.44+1811.98j,2128.22+2040.2j,2387.2+2284.94j,2753.6099110835485+2624.4032495404886j,2963.8947724929867+2821.2464915938153j,3265.4711476148696+3106.2341164070594j,3583.3868138625703+3399.3467838354427j,3906.7584749369476+3701.2219815759886j,4258.173356796234+4027.9972824559873j,4609.479483348722+4349.6686314101935j,4985.5374073255025+4700.259969050829j,5372.300106204762+5060.945200670436j
120012.0129,185.585+179.68j,268.565+259.655j,366.595+353.755j,479.109+461.907j,605.828+583.442j,747.229+718.948j,904.789+870.002j,1074.34+1031.92j,1257.71+1207.13j,1459.74+1400.55j,1676.21+1606.38j,1896.56+1816.11j,2137.37+2044.84j,2397.55+2290.16j,2766.4134047681055+2630.8193085808193j,2977.703027716495+2828.1277127389285j,3280.7036731118787+3113.801458603637j,3600.1714038401424+3407.5857376115273j,3925.0971051136557+3710.170364149648j,4278.2141676487445+4037.707835935994j,4631.256721051803+4360.105178216558j,5009.128681202319+4711.518118809756j,5397.755610086792+5073.049045559162j
120927.688,186.297+180.052j,269.621+260.206j,368.081+354.529j,481.076+462.93j,608.347+584.749j,750.358+720.566j,908.603+871.97j,1078.9+1034.27j,1263.05+1209.87j,1465.95+1403.72j,1683.39+1610.04j,1904.69+1820.24j,2146.55+2049.49j,2407.93+2295.38j,2779.249069337629+2637.2406612024456j,2991.5464154036335+2835.014300258348j,3295.975264304105+3121.374504849302j,3617.0001496461773+3415.8300788400193j,3943.4846095158055+3719.124143444177j,4298.309230409854+4047.4236520550544j,4653.094231752418+4370.546372359844j,5032.7858436928145+4722.780851746941j,5423.282750406559+5085.157419659234j
121850.3497,187.01+180.424j,270.679+260.757j,369.571+355.304j,483.049+463.953j,610.874+586.057j,753.496+722.186j,912.427+873.942j,1083.47+1036.62j,1268.41+1212.61j,1472.17+1406.9j,1690.59+1613.71j,1912.85+1824.38j,2155.76+2054.14j,2418.35+2300.61j,2792.116931888853+2643.66729362168j,3005.424969268339+2841.9062341922695j,3311.2859654642607+3128.9532295030294j,3633.873116042225+3424.0797655779825j,3961.9210708080573+3728.083265750951j,4318.458647079751+4057.1446619005865j,4674.992147679573+4380.992121829971j,5056.509043688564+4734.048060925212j,5448.881695552203+5097.2702007097j
122780.0511,187.726+180.798j,271.741+261.31j,371.066+356.08j,485.026+464.979j,613.408+587.368j,756.643+723.809j,916.262+875.917j,1088.06+1038.97j,1273.79+1215.36j,1478.41+1410.09j,1697.81+1617.38j,1921.03+1828.52j,2164.99+2058.79j,2428.79+2305.85j,2805.0170210064553+2650.099191637076j,3019.3387277056427+2848.8034938975493j,3326.6358223893567+3136.5376063067206j,3650.7903734702372+3432.3347547702606j,3980.406570336478+3737.0476764820796j,4338.662521429243+4066.870795249232j,4696.9506007111795+4391.442333078756j,5080.298434950984+4745.319637296685j,5474.552620389998+5109.38726399083j
123716.8461,188.444+181.172j,272.805+261.864j,372.565+356.858j,487.01+466.006j,615.949+588.681j,759.799+725.435j,920.108+877.895j,1092.66+1041.33j,1279.18+1218.11j,1484.67+1413.28j,1705.05+1621.05j,1929.23+1832.67j,2174.24+2063.46j,2439.25+2311.09j,2817.949365118457+2656.536340713827j,3033.287727808442+2855.7060583584102j,3342.0248818603395+3144.12760840987j,3667.751987980042+3440.595002828939j,3998.9411949528594+3746.017319732975j,4358.9209609595855+4076.601980414473j,4718.969728140864+4401.8969106219265j,5104.154177264783+4756.595469569649j,5500.295700844425+5121.508482633972j
124660.7886,189.164+181.546j,273.874+262.419j,374.069+357.637j,488.999+467.036j,618.498+589.996j,762.964+727.063j,923.964+879.876j,1097.27+1043.69j,1284.58+1220.87j,1490.95+1416.48j,1712.31+1624.74j,1937.45+1836.83j,2183.53+2068.13j,2449.75+2316.34j,2830.913993913771+2662.9787259000573j,3047.2720094726956+2862.6139059478814j,3357.4531918810053+3151.723208337565j,3684.7580316052236+3448.860464997897j,4017.5250322371426+3754.9921385534008j,4379.234072419785+4086.3381445180903j,4741.049668088395+4412.355757304657j,5128.0764264414665+4767.875444864527j,5526.111121058823+5133.633727074683j
125611.9333,189.887+181.922j,274.945+262.976j,375.577+358.418j,490.995+468.067j,621.052+591.313j,766.138+728.695j,927.832+881.861j,1101.89+1046.05j,1290.0+1223.63j,1497.24+1419.68j,1719.59+1628.42j,1945.7+1840.99j,2192.84+2072.81j,2460.28+2321.6j,2843.910938362394+2669.4263318137328j,3061.291612619481+2869.5270145760223j,3372.9208023701012+3159.3243779424993j,3701.808576380133+3457.1310957005585j,4036.1581700095703+3763.9720749649573j,4399.601966744937+4096.079213145857j,4763.190561547883+4422.818774142153j,5152.0653476732405+4779.1594477609215j,5551.999061225385+5145.762865888594j
126570.3351,190.612+182.299j,276.02+263.533j,377.09+359.201j,492.996+469.1j,623.614+592.633j,769.32+730.328j,931.71+883.849j,1106.53+1048.42j,1295.44+1226.39j,1503.56+1422.89j,1726.9+1632.12j,1953.97+1845.16j,2202.17+2077.49j,2470.84+2326.86j,2856.940230684392+2675.8791426333337j,3075.346578193944+2876.4453616276683j,3388.427762601108+3166.9310885528284j,3718.9036966541216+3465.406848372335j,4054.8406987640137+3772.9570697939025j,4420.024758303902+4105.8251103552175j,4785.3925554580055+4433.2858600552645j,5176.1211051860255+4790.447360984187j,5577.959713294813+5157.895764599831j
127536.0494,191.339+182.676j,277.099+264.092j,378.607+359.984j,495.002+470.135j,626.183+593.954j,772.51+731.964j,935.599+885.84j,1111.18+1050.79j,1300.89+1229.16j,1509.89+1426.1j,1734.22+1635.82j,1962.27+1849.33j,2211.54+2082.18j,2481.42+2332.13j,2870.0019028023066+2682.337142193437j,3089.43694969364+2883.3689238486436j,3403.974126333956+3174.543310626691j,3736.0434671185267+3473.6876755874746j,4073.5727119597777+3781.9470626142074j,4440.502560442551+4115.575758981228j,4807.65579134908+4443.756912690387j,5200.2438689052815+4801.739064884763j,5603.993262263815+5170.032287056283j
128509.1319,192.069+183.055j,278.179+264.651j,380.127+360.769j,497.015+471.172j,628.759+595.278j,775.709+733.603j,939.499+887.834j,1115.85+1053.17j,1306.36+1231.94j,1516.24+1429.31j,1741.56+1639.52j,1970.59+1853.51j,2220.93+2086.88j,2492.04+2337.4j,2883.0959892275278+2688.8003137857622j,3103.5627689792154+2890.297677615604j,3419.559946040833+3182.1610141217325j,3753.227965127716+3481.9735288757092j,4092.3543040566033+3790.9419918726953j,4461.035492272974+4125.331080112038j,4829.980423300638+4454.231827029419j,5224.433808141721+4813.034437891667j,5630.099908184322+5182.172293680537j
129489.6389,192.8+183.434j,279.264+265.212j,381.653+361.555j,499.033+472.211j,631.342+596.604j,778.917+735.244j,943.407+889.831j,1120.52+1055.54j,1311.84+1234.72j,1522.6+1432.53j,1748.92+1643.23j,1978.93+1857.7j,2230.34+2091.58j,2502.69+2342.69j,2896.222523905729+2695.268640361006j,3117.724082647359+2897.2315984913503j,3435.185275109376+3189.784168346297j,3770.457268334454+3490.264358885708j,4111.185573105876+3799.941794669517j,4481.623670780477+4135.090993662121j,4852.366601184622+4464.710496638939j,5248.691098951622+4824.333355899357j,5656.279842335653+5194.315643328166j
130477.6271,193.534+183.813j,280.351+265.774j,383.182+362.343j,501.058+473.252j,633.933+597.933j,782.134+736.888j,947.327+891.83j,1125.21+1057.93j,1317.33+1237.5j,1528.98+1435.76j,1756.3+1646.94j,1987.29+1861.89j,2239.78+2096.29j,2513.36+2347.98j,2909.3815427348227+2701.7421043534378j,3131.9209350093734+2904.1706617050963j,3450.8501714719314+3197.41274167614j,3787.73145882213+3498.560115046861j,4130.06661513045+3808.946407179772j,4502.26722111161+4144.85541755138j,4874.814478554768+4475.192813049871j,5273.015919319338+4835.635692605159j,5682.533271245151+5206.462191282231j
131473.1535,194.27+184.194j,281.442+266.337j,384.717+363.133j,503.086+474.294j,636.531+599.263j,785.36+738.535j,951.257+893.833j,1129.91+1060.31j,1322.85+1240.28j,1535.38+1438.99j,1763.71+1650.66j,1995.68+1866.09j,2249.25+2101.0j,2524.07+2353.28j,2922.5730824720476+2708.22068774341j,3146.15337416383+2911.1148417078944j,3466.554690758934+3205.046702044865j,3805.0506179444837+3506.860745950913j,4148.997534133167+3817.95576384186j,4522.96626635304+4154.624268473513j,4897.3242158645135+4485.678665425436j,5297.40844899875+4846.941319498719j,5708.860394681751+5218.611791049678j
132476.2756,195.009+184.575j,282.537+266.901j,386.255+363.924j,505.121+475.338j,639.136+600.596j,788.595+740.185j,955.198+895.84j,1134.62+1062.7j,1328.37+1243.07j,1541.8+1442.22j,1771.13+1654.39j,2004.09+1870.29j,2258.75+2105.73j,2534.81+2358.58j,2935.797180843232+2714.7043720409347j,3160.42144795259+2918.064112456055j,3482.298892867335+3212.6860164397626j,3822.41482936575+3515.1661991021115j,4167.978428051215+3826.9697984706286j,4543.7209319501+4164.397461541908j,4919.895972847346+4496.167941168547j,5321.86887428891+4858.250105400988j,5735.261425652971+5230.764292605823j
133487.0513,195.749+184.958j,283.635+267.467j,387.798+364.716j,507.161+476.383j,641.749+601.932j,791.838+741.837j,959.15+897.849j,1139.35+1065.1j,1333.91+1245.87j,1548.23+1445.46j,1778.58+1658.12j,2012.53+1874.5j,2268.27+2110.46j,2545.57+2363.89j,2949.053876327059+2721.1931382990315j,3174.7252057101314+2925.0184472753663j,3498.0828366810356+3220.3306512992813j,3839.8241790752727+3523.4764208938404j,4187.0094056135+3835.988442850553j,4564.531348246361+4174.174910033245j,4942.529912085866+4506.660525604536j,5346.397379782985+4869.561917174247j,5761.736570934378+5242.919544059416j
134505.5392,196.493+185.341j,284.736+268.034j,389.346+365.51j,509.207+477.431j,644.369+603.27j,795.091+743.492j,963.113+899.862j,1144.09+1067.49j,1339.46+1248.67j,1554.68+1448.71j,1786.04+1661.85j,2020.99+1878.71j,2277.82+2115.19j,2556.37+2369.21j,2962.3432088084746+2727.6869670499636j,3189.0646983659462+2931.9778188362025j,3513.906584446242+3227.9805721491434j,3857.278755073866+3531.7913566133584j,4206.0905710129755+3845.011627989752j,4585.397647021863+4183.956525652649j,4965.226198598089+4517.156301982936j,5370.994157345487+4880.876618863129j,5788.2860488194765+5255.07739002609j
135531.798,197.238+185.725j,285.839+268.601j,390.898+366.306j,511.259+478.481j,646.995+604.609j,798.353+745.15j,967.087+901.878j,1148.84+1069.89j,1345.03+1251.47j,1561.15+1451.95j,1793.52+1665.59j,2029.46+1882.93j,2287.39+2119.93j,2567.2+2374.53j,2975.665219222042+2734.185838323584j,3203.4399770558425+2938.942199260222j,3529.7701985439753+3235.635743855441j,3874.778645569062+3540.110950583598j,4225.222033106234+3854.0392833356314j,4606.319960513842+4193.7422186105605j,4987.985004378952+4527.655151012366j,5395.659401052681+4892.194072111059j,5814.910076565784+5267.2376727181645j
136565.887,197.986+186.11j,286.946+269.17j,392.454+367.102j,513.317+479.532j,649.628+605.951j,801.623+746.811j,971.071+903.897j,1153.6+1072.3j,1350.62+1254.27j,1567.64+1455.21j,1801.02+1669.34j,2037.97+1887.16j,2296.99+2124.68j,2578.05+2379.86j,2989.0199492080264+2740.6897316735285j,3217.8510956211894+2945.911559897396j,3545.673742887979+3243.2961304976975j,3892.3239417928653+3548.435145902774j,4244.403903967343+3863.0713368430074j,4627.298427225882+4203.531897055264j,5010.80649934645+4538.156951672078j,5420.393308915003+4903.514135964739j,5841.608875094096+5279.400231490568j
137607.866,198.735+186.495j,288.057+269.739j,394.014+367.9j,515.38+480.586j,652.268+607.294j,804.903+748.474j,975.066+905.919j,1158.38+1074.7j,1356.22+1257.09j,1574.14+1458.47j,1808.54+1673.09j,2046.49+1891.39j,2306.61+2129.43j,2588.94+2385.2j,3002.407441827216+2747.1986261016064j,3232.298108692382+2952.8858714779135j,3561.617284691493+3250.9616951904745j,3909.9147362053645+3556.7638845831016j,4263.636297445264+3872.107715100461j,4648.333183933724+4213.325467797146j,5033.690860197219+4548.661580342005j,5445.196079383522+4914.836667183568j,5868.382673930415+5291.564902273431j
138657.7951,199.487+186.882j,289.171+270.31j,395.578+368.7j,517.45+481.641j,654.915+608.64j,808.191+750.14j,979.072+907.945j,1163.17+1077.11j,1361.84+1259.9j,1580.67+1461.73j,1816.09+1676.84j,2055.04+1895.63j,2316.26+2134.19j,2599.86+2390.54j,3015.827741054923+2753.7125000945985j,3246.7810710209374+2959.865104160248j,3577.6008893505427+3258.6324005377946j,3927.551124521403+3565.0971073390124j,4282.919325963084+3881.1483436092776j,4669.424374510856+4223.12283543291j,5056.638262634037+4559.168911530264j,5470.0679169508385+4926.161519637937j,5895.231701800978+5303.7315184793515j
139715.735,200.242+187.269j,290.288+270.883j,397.147+369.501j,519.525+482.698j,657.57+609.989j,811.486+751.808j,983.088+909.974j,1167.97+1079.53j,1367.47+1262.72j,1587.21+1465.0j,1823.65+1680.6j,2063.61+1899.87j,2325.94+2138.95j,2610.8+2395.89j,3029.2808921835804+2760.231331580052j,3261.3000398409317+2966.849227316608j,3593.624626730337+3266.3082080426584j,3945.2332024213147+3573.4347538884813j,4302.253108286426+3890.193146029121j,4690.57214192187+4232.9239030964845j,5079.6488899436445+4569.678816967287j,5495.009028900549+4937.488544599226j,5922.156190443293+5315.899910579824j
